video_id,title,views,likes,comments,publish_days,subscribers
FgLkUspIsL0,全職獵人405話完整解說：西索本尊現身，旅團黑幫皆有行動,256441,2960,504,35,261000
Fy_bHNbWdRU,拳叔講哆啦A夢：哆啦A夢把房子變身無敵列車頭！開著房子去兜風！,154404,1217,31,1849,261000
61fYLew16O8,臥底名單洩露，庫拉索的選擇，柯南劇場版20 純黑的噩夢解說,77427,653,69,319,261000
SHyMV8kt3F0,獵人解說2:少數服從多數的陷阱，西索的放養計劃,239759,1263,150,1053,261000
Htyr-4aOqe0,一反常态的基德，解救业火中的向日葵，柯南剧场版19解说,71886,557,64,325,261000
3L97GdpRfmk,🏀,23026,490,32,848,261000
mfZCP0mWAcY,美食獵人解說37：金之主廚吉集現身，眾人分道揚鑣,54094,507,71,607,261000
-g4cZKqvyi8,全職獵人408話討論：卡丁與墨蓮娜,54328,728,149,8,261000
hcuSnYbEXZU,全職獵人406話完整解說：團長盯上卡丁三大神器，送葬開始,132548,1824,387,28,261000
1BQ_LWYC0ss,参加成都农博会带上四伯和伯娘，在现场做了个冷吃兔，大家都很喜欢！,85762,1303,230,1885,2120000
kzWiPSgEKxQ,厨师长教你“咸蛋”的正宗做法，史上最有质量的解说，先收藏起来,917903,10640,637,2481,2120000
2hvQFxZBTVY,厨师长教你“西红柿炒蛋”的做法，美味多汁，先收藏起来,3459486,34896,2061,2405,2120000
9HbErcNKAIk,厨师长教你：“炝炒土豆丝” “酸辣土豆丝” 的家常做法，爽脆可口，先收藏起来,1522080,15542,815,2333,2120000
hnWyEQzKdMs,厨师长教你：“洋葱炒鸡蛋”的酒店做法，蛋香浓郁，简单下饭,414143,6541,273,790,2120000
8kz-0edWRwk,厨师长教你：“油焖大虾” 的正宗做法，高清重置版，味美鲜香,2152880,17731,1011,2362,2120000
x6_aDVi4_uY,厨师长教你“凉拌青瓜（黄瓜）”的做法，以前做的不好吃原来是少了这一步,885051,6693,310,2472,2120000
Gg6rw_K0zgw,厨师长教你：“豆角烧排骨”“豆角土豆炖排骨”，荤素搭配，汁浓味美,158024,3292,190,839,2120000
Vi8NNCnRxeo,厨师长教你：“小炒杏鲍菇”“杏鲍菇炒五花肉”，做法简单，美味下饭,203352,3990,107,784,2120000
nQnNtpmM6ME,厨师长教你：“擂椒皮蛋”“擂烧辣椒皮蛋”，香辣下饭，吃一次就上瘾,76487,1732,120,148,2120000
WJixf4fL0BY,厨师长教你一道家常菜：“手撕包菜”，很全面的讲解,1138139,10599,631,2385,2120000
2O_9wV5LNd8,厨师长教你：“山药炒木耳”的家常做法，清爽解腻，营养美味,226809,4335,157,1132,2120000
EKa_Yx1K6F4,厨师长教你：“羊肉汤”“炖羊排”，汤鲜肉香，不膻不腻的香料分享,90810,2267,153,15,2120000
f-dE0YBGQt0,厨师长教你：“三杯鸡”的家常做法，汁香味浓，鲜嫩爽滑，特别下饭,438653,8066,603,1165,2120000
X3MyQUEQ5Wo,厨师长教你：四川“担担面”的家常做法，麻辣鲜香，爽滑劲道,421350,9544,417,1190,2120000
Y3matUe2LIY,厨师长教你：“酸豆角炒肉末”“烂肉豇豆”，简单易学，下饭一绝,107998,2012,135,634,2120000
mQ_2W5zUd44,厨师长教你：“酸辣汤”的家常做法，鲜香暖胃，增加食欲助消化,270142,5460,355,1106,2120000
o0gx_J1MJ-Q,厨师长教你：年菜“回锅肉”的家庭小灶做法，简单方便，在家做出饭店的味道（竖屏版，手机观看效果最佳）,421086,8487,314,2138,2120000
5jUHNVtbdlc,厨师长教你一道家常菜：“葱爆猪肝”正宗做法，先收藏起来,2014648,16528,720,2403,2120000
-NTkOK-jg3M,厨师长教你：“麻酱白菜” “乾隆白菜”，香甜爽脆，第一国风蔬菜沙拉,67388,1447,194,164,2120000
eCaoENF9y6U,厨师长教你：东北菜 “锅包肉” 的正宗做法 (高清重置版)，酥脆可口，特别好吃,894009,8160,1066,2281,2120000
xgW3UWmoP34,厨师长教你：东北老菜“拔丝鸡蛋”“拔丝白果”“酥黄菜”，经典传统菜,79880,1727,118,228,2120000
vojPj5eS8uI,厨师长教你：“糖醋里脊”的老式经典做法，酸甜可口，小孩最爱,348918,7038,358,1196,2120000
OTGC2Rk8qjA,厨师长教你：“红烧猪蹄”的家常做法，色泽红亮，软糯脱骨,332348,5977,256,1146,2120000
TDWG-pCFiAY,厨师长教你：“茄汁糖醋里脊”的做法，酸甜酥脆，小孩子的最爱,54434,1472,89,50,2120000
9Rljt9sZTyQ,厨师长教你：“韭菜炒蛋” 的少油做法，美味又简单，大家学起来,675025,6132,441,2323,2120000
9JSy-RB2JyQ,厨师长教你：“红烧羊排”“红焖羊排”的家常做法，汤汁浓郁，软烂脱骨,196362,3458,185,796,2120000
PHhEMGlL-1I,厨师长教你：“红烧牛肉”的家常做法，软烂入味，肉香四溢,301565,6450,260,818,2120000
mZBF_oZ2z5A,"厨师长教你：""姜葱炒生蚝""“香煎生蚝”的家常做法，鲜嫩可口，值得收藏(请打开cc字幕看字幕)",449070,6718,398,1437,2120000
ux7QEJF1Oik,厨师长教你：东北名菜“小鸡炖蘑菇”的家常做法，榛蘑味鲜，鸡肉不柴，喜欢炖菜的朋友一定不要错过,440642,5290,464,1699,2120000
x9oRFjOxK78,厨师长教你：“滑蛋牛肉”的家常做法，简单实用，健康美味，滑嫩松软,290558,6302,338,1149,2120000
2QOrlcKE_KA,厨师长教你：“酸汤肥牛”的家常做法，金汤鲜香，酸辣开胃,500632,9508,520,1217,2120000
Pg1JjOhqNTA,厨师长教你：“豆豉鲮鱼油麦菜”的家常做法，翠绿爽口，咸鲜干香,187554,3683,204,896,2120000
7hFDg9WAc9c,厨师长分享美味小吃：“油炸鸡腿”，外酥里嫩，在家也能做，干净又卫生,386642,8223,425,1075,2120000
d59XiF3kl6U,厨师长教你：“五花肉小炒花菜”的爽脆做法，一流的下饭菜,74726,1885,91,202,2120000
C29c94UIUFE,厨师长教你：“秋葵炒蛋”的家常做法，清脆爽口，营养美味,528477,9441,424,1215,2120000
RPGgQmgUuHs,厨师长教你：如何“清洗和处理猪肚”的小技巧，很复杂但很实用，喜欢猪肚的同学一定要学会,553036,5248,358,1815,2120000
mmzoO7e4j-8,厨师长教你：“可乐鸡翅”的家常做法，脱骨香甜，口感鲜嫩，谁都能做的出来,1778223,17900,1195,1867,2120000
s0aksYvDajY,厨师长教你：“芥末虾球”的简易做法，风味香甜，小孩最爱,80985,1951,129,174,2120000
4Iz5W50ClYk,"厨师长教你：“小葱烧花鲢”""川味家常炖鱼""，鲜辣细嫩，葱香浓郁",109488,2045,196,189,2120000
osZdA8cWYP8,厨师长教你做一道东北家常菜猪肉炖粉条的做法，真的好吃的停不下来,442614,4228,218,2509,2120000
JKFpxkeXwyQ,厨师长教你：“京酱肉丝”的家常做法，酱香咸甜适中，老少皆宜,347813,6739,492,1247,2120000
xuJJpTHfiu8,厨师长教你“溜炒腰花”的家常做法，这样的做法真是赏心悦目,1016590,7230,626,2442,2120000
2s09TsjqnpU,厨师长教你：“清蒸鲈鱼”，鲜嫩美味，内附蒸鱼酱油专业调制方法,450453,8306,470,1203,2120000
BsbRH0JD2h4,厨师长教你：“猪肉白菜烧粉条”的家常做法，一次能吃一大锅，十分美味,1213174,12865,709,2206,2120000
Oihj0JGh_9g,厨师长后厨知识：火的大小是怎么改变水的状态？烧汤小技巧,36833,1100,76,11,2120000
w6LizZVFEGg,厨师长教你：“四喜丸子” 的家常做法，传统名菜，先收藏起来,1892031,12947,1055,2335,2120000
0pMDLGRfolI,厨师长教你：“鸡蛋炒米粉”的家常做法，正宗的路边摊味道，满满的小技巧 Egg fried rice noodles,1097071,13276,725,1995,2120000
m1eqNAz87E0,厨师长教你：“麻辣花生”“酒鬼花生”的家常做法，口口香脆，值得一学,291630,5380,371,1573,2120000
EQthbdsRezw,厨师长教你：“板栗烧鸡”的家常做法，咸鲜美味，汤汁浓郁，板栗香甜,206614,4176,178,1069,2120000
bTnnFBtS2h8,厨师长教你：“扣鸡、扣鸭”的坝坝宴、本帮八大碗传统做法，怀旧年菜仿佛回到了小时候(请打开cc字幕看字幕),131574,2674,235,1428,2120000
Ke6oLCQCm5I,"厨师长教你：""莲藕排骨汤""的家常做法，味道鲜美，营养丰富(请打开cc字幕看字幕)",377022,5461,420,1494,2120000
rkgbNqDwH24,厨师长教你：“玉米嫩兔”的家常做法，清甜型川菜，口感嫩滑(请打开cc字幕看字幕),137215,2940,468,1518,2120000
vFevFLKHn4o,厨师长教你：“椒盐排骨”的家常做法，宽油香酥，椒香味浓,257303,4166,191,425,2120000
lWQ4SsZQAhQ,厨师长教你：“松仁玉米”的家常做法，色香俱全，小孩最爱,125557,2588,230,827,2120000
pg0rq_AlaEc,厨师长教你：“番茄烧大虾”的家常做法，酸酸甜甜，营养美味,156714,3415,166,965,2120000
gL_puRFYfzk,厨师长教你：“盐焗猪肝”的家常做法，干香浓厚，好吃没腥味，下酒必备,224642,4808,323,1091,2120000
dGo6qiFbJoc,厨师长教你：“炝炒豆芽” 的家常做法，味道真赞，前收藏起来,533986,4659,388,2345,2120000
njOSK4-QaFU,厨师长教你：四川“跳水泡菜”的家常做法，酸甜脆爽，开胃解腻,196066,4584,324,1181,2120000
vt-sAJOpyNg,厨师长教你：“生汆猪肝汤”的家常做法，清爽滑嫩，鲜而不腥,86219,1567,56,477,2120000
6ylN8YxJwtI,厨师长教你：“干锅花菜” 的正宗做法，在家做出饭店的好味道（高清重置版）,3057753,23588,1153,2254,2120000
zm4HMOamNec,厨师长教你：“爆炒羊肉碎”的家常做法，简单美味，超级下饭 Stir Fried Diced Lamb,284669,3072,391,2156,2120000
aEGuwwa_GJU,厨师长教你：“姜葱炒鸡块” “川式红烧鸡块” 的家常做法，味道非常赞,383847,3277,265,2331,2120000
mwaSbGZJtbA,厨师长教你：“懒人排骨”的真家常做法，口感很棒味道新颖，超简单的“糖醋排骨”做法,541182,7020,755,1693,2120000
HndTA-p4R6I,水鱼粥拍摄幕后花絮，自从给四伯爷做了两次粥，他老人家就总想喝粥(请打开cc字幕看字幕),77957,1445,179,1440,2120000
uenq1g6JEUo,厨师长教你：“糖蒜”的家常腌制方法，开胃解暑味道很赞，回忆中的老味道 How to make sweetened garlic,355585,4150,270,1989,2120000
QN_OSrYEPtc,厨师长教你：潜江“油焖小龙虾”的做法，香辣过瘾，回味无穷,148740,3002,231,1263,2120000
IQewQWiQCsQ,厨师长教你：年菜“冰糖肘子”的家常做法，色泽红亮，肉香十足,162294,3368,153,1060,2120000
OuJXSRnMLuk,厨师长教你：“红烧鲟鱼”的家常做法，鱼骨头爽脆而且很有嚼劲 Braised Sturgeon,362675,3666,399,2028,2120000
u7q1FHBcCx8,厨师长教你：传统川菜“蚂蚁上树”，红薯粉居然要油炸？粉条Q而不断的秘密,153584,2440,175,471,2120000
Y0ptLxDv_jM,厨师长教你一锅汤：“猪肚鸡汤” 的做法，美味的客家菜，很适合老人孩子的汤,1270132,8526,463,2360,2120000
3lrI1v3NmJ4,厨师长教你：“红烧牛尾”的家常做法，牛肉脱骨软糯，汤汁香浓醇厚,188815,3413,166,1030,2120000
bCVlbX5B1vg,厨师长教你：“剁椒蒸鲤鱼”的做法，剁椒辣味醇厚，鱼肉鲜香细嫩,148698,3275,113,1113,2120000
H-6nrZ0L_EA,厨师长分享：用家庭小灶炒蔬菜的小技巧，对比如何避免炒白菜出水(请打开cc字幕看字幕),313978,5883,527,1496,2120000
vkmADXaeqP4,厨师长教你：四伯爷家的“家常烂茄子”，鲜辣入味，软嫩多汁,70774,1908,119,77,2120000
q5Y2ik_XwpU,厨师长教你：“鲫鱼豆腐汤”的家常做法，烹饪原理解密，在家做出浓白鱼汤(请打开cc字幕看字幕),348415,6349,538,1548,2120000
U7AbVxgl_xw,厨师长教你：“清炒青瓜”“清炒黄瓜”的蒜香家常做法，年菜餐桌解腻必备,221933,4234,179,1054,2120000
wEkVkT6IU9M,厨师长教你：“宫保鸡丁”的川味做法，保证正宗 Authentic Sichuan Kung Pao Chicken,1285386,11454,1064,2248,2120000
OOFzn90FJdQ,厨师长教你：川味版的 ”白萝卜烧牛肉“ 家常做法，这味道真香,931908,7616,509,2373,2120000
i7dFev-rgLI,"厨师长教你：""鲜烧带鱼""“青椒烧带鱼”，汤汁浓郁，色味俱佳",144765,2958,297,857,2120000
QERzzp7R8KM,厨师长教你：“生炒吊龙”“生炒牛肉”，锅气十足的传统风味,73646,1685,116,7,2120000
RHz0Jb4cmP4,厨师长教你：“茭白炒五花肉”，清脆爽口，夏日开胃好菜,58188,1512,79,135,2120000
SZKUe442Mgw,厨师长教你自贡特色“小煎兔”，味道鲜辣，肉质细腻，下饭一绝,73650,1515,165,557,2120000
l_YO8spjzh4,厨师长教你：“蒜爆空心菜”“蒜香藤藤菜”的家常做法，蒜香浓郁，口感爽脆,182742,3451,183,509,2120000
oTx8gx9qTlY,厨师长教你：“花菜炒腊味”的家常做法，干香微辣，下饭一绝,140018,2829,148,673,2120000
oIqrNujoE08,厨师长教你：“脆皮花生豆”的零食加工厂做法，香辣酥脆，果仁的经典做法，可以衍生出各种味道,222867,3853,275,1665,2120000
g9kmCeSWaTc,厨师长教你：“猪肝粉丝汤”的家常做法，嫩滑美味，营养丰富(请打开cc字幕看字幕),220595,3968,312,1477,2120000
UhNNfHvtB_Q,厨师长教你中式甜点：“糯米糖藕”“桂花糯米藕”，软糯香甜，色泽红润,114726,2551,169,911,2120000
K6EVJWCMCbM,感谢所有支持过我的朋友，“王刚水煮鱼”终于正式开业了！,287170,7379,904,38,2120000
aBt2aYDyFqw,厨师长叫你：”炒牛心包菜“的做法，完整的技术总结，好吃不难的素菜,182809,2774,518,2110,2120000
8GEy6v-yuts,厨师长教你：“香辣牛肉酱”的完美做法，拌面拌饭神器！可以吃到粒粒牛肉，果断学习起来,487752,5300,540,2231,2120000
VqDSb6ja428,厨师长教你：最正宗“传统水煮牛肉”，内附牛肉嫩滑的详细腌制方法,228567,5054,242,89,2120000
-Ir9Ik14pHo,厨师长教你：“大葱炒鸡丁”“酱爆鸡胸肉”的家常做法，好吃不柴，下饭一绝,802938,14084,503,954,2120000
RhGv8I5RXfs,厨师长教你：“肉末烧滑子菇”的家常做法，汤汁浓郁，鲜香味美,117717,2366,111,884,2120000
Sg6lL5nOCAY,厨师长教你：“香菜牛肉”的家常做法，香嫩鲜辣，下饭一绝,211439,4850,233,833,2120000
SEORNjRVRuI,厨师长教你：“芋儿烧鸡”“芋头炖鸡”的做法，芋头香糯软烂，鸡肉细嫩脱骨,119592,2463,112,978,2120000
6wlDqKt2ADo,厨师长教你：“香辣红油”的正宗做法，凉菜好伙伴，你值得拥有 Spicy Chilli Oil （高清重置版）,991598,12124,948,2215,2120000
NCCjd7g9ln8,厨师长教你：“炝炒大白菜”的家常做法，糊辣咸鲜，回味略带酸甜，经典蔬菜小炒,128620,2615,101,554,2120000
oD20MDwF5no,厨师长教你：“黄焖鸡”的家常做法，色香味俱佳，汤汁拌饭一绝,178926,3137,130,663,2120000
utBdaV0Re1M,厨师长教你：川味“碎炒牛肉”“小炒牛肉”的家常做法，开胃下饭，香辣十足(请打开cc字幕看字幕),348799,6560,392,1463,2120000
t-gEVqs_Fg0,厨师长教你：“鱼香肉丝”的重庆版本，辣咸鲜酸兼备，葱姜蒜香浓郁,74338,1877,120,156,2120000
EvE5cYNXufY,厨师长教你：“蛋炒饭”的家常做法，这几个步骤很重要，大家学习起来 Chinese Egg Fried Rice,5725504,57761,6045,2238,2120000
U_Xkq3Ots3w,厨师长教你：“西蓝花”的三种做法（白灼，蚝油，清炒）清淡爽口，操作简单,403592,8722,321,1110,2120000
HC7hPcea_oc,厨师长教你：“番茄土豆烧鸡腿”的下饭做法，咸鲜微酸，家常美味,262720,5248,230,1027,2120000
-nxA1IKhMDY,厨师长教你：家常“豉汁排骨煲仔饭”的做法，米饭、锅巴、排骨都很香！(请打开cc字幕看字幕),499147,9617,720,1487,2120000
v72yoabCHXA,厨师长教你一道川菜：“蒜苗回锅肉” 的正宗的做法，大家学起来（高清重置版）,2525245,21916,1416,2374,2120000
vQELxSQ_2Oo,厨师长教你：“清蒸大闸蟹”的做法，拆解，及吃法，满满的小技巧(请打开cc字幕看字幕),413216,5964,602,1511,2120000
wn0_7SMpw6o,厨师长教你家常小炒：“青椒肉丝” 的第二种做法，史上最详细的讲解（内附肉丝最棒的处理方法）,1065829,10739,834,2368,2120000
bl5E6lx8HRY,厨师长教你：“椒盐虾”的粤式做法，口感酥脆，就是这个味道！内附“椒盐”做法,1646691,17444,1189,1731,2120000
tWzSkgE274o,厨师长教你：川菜“酸菜水煮鱼”的家常做法，鱼片滑嫩，麻辣鲜香,619619,11406,870,1328,2120000
g4ljL3KBNyA,厨师长教你：“孜然羊肉”的家常做法，香味浓郁，简单易学(请打开cc字幕看字幕),849013,12850,876,1445,2120000
YOA-v1N-ep8,厨师长教你：“爆炒鱿鱼”的家常做法，口感爽脆，香辣过瘾,754999,12376,561,1138,2120000
FpgawC2FKp4,厨师长教你：“香辣豆豉”的做法，在家复制“老干妈”，味道一级棒，极力推荐！,635024,10358,545,1689,2120000
I5Ojff5TGiw,厨师长教你：“剁椒蒸鱼头”，从做“泡椒”开始自制剁椒，鲜香开胃，无腥味,131335,2952,217,214,2120000
LXklaeENmaM,厨师长分享：“水豆腐”的最全做法，醋点豆腐，盐卤豆腐，石膏豆腐，内酯豆腐，一个视频全搞定(请打开cc字幕看字幕),287999,5981,437,1464,2120000
hezelGb-Y_E,厨师长教你：“小炒五花肉”的家常做法，简单易学，下饭一绝,374895,7097,288,938,2120000
h3zuzgESmGc,厨师长教你：“麻辣烤鱼”的非家常做法，皮脆肉嫩，麻辣味厚,206916,4025,324,249,2120000
uSCrUWrnkF0,厨师长教你：年菜“粉蒸肉”“米粉肉”的川味做法，米粉油润，香味浓郁(请打开cc字幕看字幕),225262,3180,209,1420,2120000
NqHI1CJU-Rg,厨师长教你：“辣子鸡” 的正宗做法，史上最详细的讲解，先收藏起来,3722224,24696,1865,2378,2120000
W6FGXxqOi8g,“宫保鸡丁”？还是“宫爆鸡丁” 师徒二人分别做出川味鲁味，有什么区别？【剪辑版】,154338,2813,189,503,2120000
Y1m9j7kjn38,厨师长教你：“青椒炒鸡蛋” 的家常做法，味道很棒，先收藏了,2138484,14337,917,2358,2120000
iWa4za66XXE,厨师长教你：“原味肥肠”“火焰肥肠”的川味酒香做法，爽脆滑嫩，香味十足,202046,3548,328,683,2120000
a5ALB-2q1K4,厨师长教你：川味“水煮鸡丝”的家常做法，香辣入味，下饭必备,193172,4179,235,876,2120000
uT8OE4hfCsM,王刚和同事们修整树木，院里满是欢声笑语，男人的快乐就是如此简单,102275,2075,178,1002,2120000
eC8_9rA2SU4,厨师长教你：重庆江湖菜“毛血旺”的做法，麻辣鲜香，味浓味厚，真正的特色菜,788901,8575,992,1714,2120000
BalFh7I5kkI,厨师长教你自贡名菜：“跳水鱼”，鱼鲜味美，色香俱全,250642,4126,312,739,2120000
H0QFtul2gJE,整扇猪肝中哪一片最好吃？四伯讲解如何避免买到苦猪肝，苦胆还有妙用？,100141,2138,175,951,2120000
mIKFC54ZHzU,厨师长教你：“蚝油生菜”的家常做法，爽脆鲜嫩，简单易做,266833,6021,270,1024,2120000
OCvxBmfr5VU,厨师长教你一道：“剁椒蒸豆腐”的做法，鲜辣又开胃，先收藏起来,222944,3068,292,2391,2120000
A076A87CbL4,厨师长教你：“儿菜爆五花肉”的家常做法，味道很赞，先收藏了,207727,2812,371,1749,2120000
uQ-0-IVkC6A,厨师长教你：“香菇蒸滑鸡”的家常做法，鲜香嫩滑，营养美味,255510,5543,362,1227,2120000
_ux5DCkZgBU,厨师长教你：“脆皮豆腐”的路边摊做法，保证外酥里嫩,240010,4963,215,719,2120000
qY04dt5FFfI,厨师长教你：用泡面做“鸡蛋肉丝炒面”，干香美味，方便简单,283646,5908,247,670,2120000
a_lo-CMeAmY,效率超高的“片鱼机”，比人工片的还要整齐，但有个致命的缺点【专业设备分享】,346989,6859,565,20,2120000
kwhW6LOpfZo,厨师长教你：“极品小炒肉”的详细做法，油香四溢，下饭一绝,215591,4372,195,232,2120000
P_LU9MGBQRQ,厨师长教你“四川凉面”的做法，地道的川味小吃，先收藏起来,972435,10935,719,2400,2120000
Kjkr27b3YwA,厨师长教你：“小炒茄子”的家常做法，简单易学，下饭首选,215413,4611,172,804,2120000
p7kNgyoK4so,厨师长教你：“清炖狮子头”的传统做法，口感软嫩松散，肥而不腻,140275,2425,139,417,2120000
VYLc1b_BJOE,厨师长教你：“葱爆羊腿肉”的家常做法，葱香味浓，嫩而不膻,307566,5856,336,1175,2120000
kzSW9jBC1yI,厨师长教你：“肉末烧茄子”的家常做法，口感软糯适合下饭，超级香！Braised aubergine/eggplant,499758,5608,459,2017,2120000
dBIewnRNS8U,厨师长教你：“油爆小河虾”的家常做法，壳脆肉嫩，汤汁饱满，经典本帮菜,216570,3960,290,928,2120000
UK4BVBhZRm8,厨师长教你：“青椒牛肉丝”的家常做法，一锅成菜，锅气十足（内含传统牛肉腌制方法）,221662,8846,1155,283,2120000
UuSQ8j6UwhY,"厨师长教你：""糯米扣碗""的四川坝坝宴做法，软糯香甜，就是小时候的味道(请打开cc字幕看字幕)",103876,1914,209,1425,2120000
zCaJF8mXhFQ,厨师长教你：“丝瓜烧鸭蛋”“丝瓜煎蛋汤”，汤鲜味美，清淡养人,80986,1637,92,198,2120000
z7QpONofDaU,厨师长教你黄笋烧排骨的家常做法，这做法真的非常香，先收藏起来,200608,1799,96,2517,2120000
-pru2tdxKQQ,厨师长教你：年菜“酥肉扣”的坝坝宴做法，肉嫩汤鲜，老少皆宜(请打开cc字幕看字幕),334987,4786,383,1424,2120000
xjw98kcR0cg,厨师长教你：“拔丝土豆”的江湖做法，意想不到的炒糖方法，绝对香甜可口！Basi Potato,167447,2314,269,2002,2120000
CSaOtaIlBb4,厨师长王刚初次分享拍摄花絮，看看美食最后都是被谁吃掉了?! (请打开cc字幕看字幕),255392,4275,483,1492,2120000
jyP9suqWIq0,厨师长教你：“冬瓜粉丝汤””冬瓜海米汤“的炝锅做法，鲜甜味浓，清淡健康,156436,2942,157,1085,2120000
L4Z9Udps22I,厨师长教你：“小葱爆猪舌”的火爆炒法，口感爽脆，下饭下酒绝配,174396,3383,173,1004,2120000
_snQPFiLt7w,厨师长教你：“凉拌长豆角” 的家常做法，不怕夏天没食欲，很适合开胃,265168,2808,318,2287,2120000
tlMZAGrH2Jo,厨师长教你：“青瓜皮蛋汤”的家常做法，汤鲜味美，清香开胃,105030,2309,201,984,2120000
ZgdCMwDLhq0,厨师长教你：“扬州炒饭”非家常做法，官方行业标准版，味道一级棒(请打开cc字幕看字幕),2595522,49744,6939,1506,2120000
usdCdWAAqhc,厨师长教你年菜：“川味烧鱼”“豆瓣烧鲤鱼”的家常做法，肉质细嫩，咸鲜味浓,107278,2151,135,690,2120000
wZm8BfUq6e0,厨师长教你：“干炸小河鱼” 的家常做法，酥脆可口，一口气吃十条,684965,5026,585,2363,2120000
gPzqi16VDwg,厨师长教你：用土灶做“软炸蘑菇”，这味道连四伯都双手点赞 Deep fried mushroom / Chinese style mushroom tempura,310291,4796,896,1993,2120000
vGJMfQ1Sesk,厨师长教你：“青瓜拌皮蛋”的家常做法，酸辣爽脆，简单美味,140209,3363,260,930,2120000
-ZarhjPItv4,厨师长教你：“火爆鸭胗”的家常做法，香辣脆爽，下饭一绝,126693,2497,142,812,2120000
5WgprEIZFzU,厨师长教你：“扣猪肘子”的家常做法，必学的年味大菜，大家学习起来！,1705684,15532,1271,1791,2120000
qVFj9QcTRTQ,"厨师长教你：""蒜蓉小龙虾""的经典做法，蒜香浓郁，好吃的根本停不下来",327963,6607,564,1278,2120000
zfcPGG2LZVs,厨师长教你：“腌咸鸭蛋”保证流油的方法，简单快捷，蛋黄个个流油,576445,6803,662,1702,2120000
49HgDjdvwVM,厨师长教你：“五香熏鸡”的家常做法，先卤后熏，皮香肉嫩,122584,2331,96,736,2120000
2Fcey03lRxo,厨师长教你：“油渣莲白”“家常炒包菜”，爽脆可口，锅气十足,259190,4962,456,277,2120000
oLI15ND7hZk,厨师长教你：“开水白菜”的传统做法，百菜不如白菜，国宴级别的顶级川菜(请打开cc字幕看字幕),1451538,24232,3741,1528,2120000
c_eFTiEV_Rg,厨师长教你：“葱烧鲤鱼”的家常做法，汤汁浓郁，鱼肉细嫩(请打开cc字幕看字幕),140122,3047,230,1416,2120000
LF1wC6u30MA,厨师长教你：“烧牛腩”的后厨半成品做法，方便实用，可以变化出非常多美味的菜品！,1695318,13919,776,1904,2120000
oO3mUwWOPXM,厨师长教你：“葱香牛肉”“嫩炒牛柳”的家常做法，葱香扑鼻，细嫩可口(请打开cc字幕看字幕),368620,6832,539,1547,2120000
HCIM8fKFZWM,厨师长教你：“干葱烧花甲”“葱香花蛤”的家常做法，鲜美入味,172216,4089,177,1034,2120000
oCFS1_-hOgA,"厨师长教你：“大蒜烧鲶鱼”的家常做法，口感细腻味道非常鲜美 Garlic wild catfish, the taste is incredible",742122,5772,574,2024,2120000
kJGlCChsWz4,厨师长教你：“红糖凉糕”的传统做法，夏日消暑佳品！(请打开cc字幕看字幕),300618,7140,989,1577,2120000
U79M0p7bjgU,厨师长教你：“酱香头卤”的行业做法，里面全是硬核技巧，卤味店就靠这个了(请打开cc字幕看字幕),455829,8238,900,1555,2120000
v0_QXvEbi1k,厨师长教你：“金沙玉米”，咸香美味，颗颗酥脆，老人小孩都喜欢,93559,2255,141,653,2120000
1KmoBNSNEc0,厨师长教你：自贡名菜“泡椒腰花”的简单刀工做法，味道巴适，超级下饭,229767,3216,284,1666,2120000
tFEUTVg-dwE,厨师长教你：“川味鲶鱼烧茄子”的家常做法，肉质细嫩，鲜辣入味,92771,1805,123,240,2120000
qgPU78KC7kw,厨师长教你：“拔丝红薯”的家常做法，口感爽脆又清甜，绝对惊艳！Basi sweet potato chips,254471,3572,315,2035,2120000
SSHIGoqlRt8,厨师长探店十秒成菜“桥头三嫩”，肚头、腰花、嫩肝，自贡家常味，对火候极致的控制,483884,6756,576,925,2120000
eL62d4PmjDc,厨师长教你：“咸骨粥”的家常做法，排骨香，粥鲜醇(请打开cc字幕看字幕),234732,4183,301,1447,2120000
1Q-5eIBfBDQ,厨师长教你：“酱油炒饭”的家常做法，里面满满的小技巧，包你学会炒饭的最香做法，粒粒分明！,8991379,99853,6413,1907,2120000
q-F0sHppC8o,厨师长教你：四川特色开胃菜“凉拌大头菜”的家常做法，香辣爽脆回甜，内附有拌菜辣椒面的做法(请打开cc字幕看字幕),162165,3232,309,1451,2120000
K8M2wnU3Qg4,厨师长教你：“荷塘月色”的家常做法，鲜甜不油腻，健康又美味,82615,1888,103,389,2120000
VXCCfwuPwy8,刀功教学第3期：入门必学，六种直刀切法（直、推、拉、铡、锯、滚），详细讲解以及其应用,172594,4714,231,902,2120000
pznZansDXSA,厨师长教你：家常小灶“麻婆豆腐”，再来聊聊麻婆豆腐的由来，为什么叫麻婆？,1031532,12520,1374,1918,2120000
wIxIB3qotyw,王刚教你一道家常菜：“肝腰合炒”，炒猪肝炒腰子的最棒方法，先收藏了,496323,4172,362,2392,2120000
p2yltcu5WQk,厨师长教你：杭帮菜“西湖牛肉羹”的家常做法，江南传统名菜，味道鲜美口感丰富,380051,5947,351,1640,2120000
zee37U0kIaY,厨师长教你：“小炒白豆角”的做法，豆角最好吃的炒法，必须收藏起来 Long Bean Stir-Fry,257856,2981,342,2020,2120000
0F8dWNCFL1U,厨师长教你：“姜汁长豆角”“姜汁豇豆”，清香爽脆，解暑开胃,41484,1080,41,482,2120000
